operaciones_ult_12m;gastos_ult_12m;limite_credito_tc;antiguedad_cliente;tasa_interes;ingresos;pct_ingreso;antiguedad_empleado;edad;estado_civil_N;estado_credito_N;importe_solicitado;duracion_credito;situacion_vivienda;objetivo_credito;falta_pago;estado_cliente;genero;nivel_educativo;personas_a_cargo;cluster
50_a_75;2k_a_4k;5k_a_10k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;menor_5;25_a_30;C;P;3500.0;2.0;ALQUILER;INVERSIONES;N;ACTIVO;F;SECUNDARIO_COMPLETO;1.0;0
30_a_50;2k_a_4k;mayor_10k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;menor_5;menor_25;S;P;3500.0;3.0;ALQUILER;PAGO_DEUDAS;Y;PASIVO;M;DESCONOCIDO;4.0;1
50_a_75;2k_a_4k;mayor_10k;2y_a_4y;7p_a_15p;20k_a_50k;20_a_40;5_a_10;menor_25;S;P;12000.0;2.0;HIPOTECA;SALUD;N;ACTIVO;F;UNIVERSITARIO_INCOMPLETO;3.0;0
75_a_100;4k_a_6k;5k_a_10k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;menor_5;25_a_30;N;P;5100.0;4.0;HIPOTECA;SALUD;N;ACTIVO;M;UNIVERSITARIO_INCOMPLETO;3.0;1
50_a_75;4k_a_6k;5k_a_10k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;menor_5;25_a_30;S;P;3500.0;4.0;ALQUILER;SALUD;N;ACTIVO;F;SECUNDARIO_COMPLETO;2.0;1
50_a_75;4k_a_6k;5k_a_10k;2y_a_4y;hasta_7p;20k_a_50k;hasta_20;5_a_10;menor_25;C;P;3500.0;2.0;ALQUILER;EDUCACIÓN;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;1.0;0
50_a_75;4k_a_6k;mayor_10k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;menor_5;menor_25;S;P;3500.0;2.0;ALQUILER;SALUD;N;ACTIVO;M;SECUNDARIO_COMPLETO;2.0;0
50_a_75;2k_a_4k;5k_a_10k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;5_a_10;menor_25;S;P;5600.0;2.0;HIPOTECA;INVERSIONES;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;0.0;0
50_a_75;2k_a_4k;mayor_10k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;5_a_10;25_a_30;S;P;3500.0;3.0;ALQUILER;PERSONAL;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;1.0;0
30_a_50;2k_a_4k;menor_3k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;menor_5;menor_25;S;P;3500.0;4.0;ALQUILER;PAGO_DEUDAS;Y;PASIVO;M;SECUNDARIO_COMPLETO;0.0;0
75_a_100;2k_a_4k;mayor_10k;2y_a_4y;hasta_7p;20k_a_50k;hasta_20;menor_5;menor_25;C;P;3500.0;2.0;ALQUILER;EDUCACIÓN;N;ACTIVO;M;UNIVERSITARIO_INCOMPLETO;5.0;1
50_a_75;4k_a_6k;mayor_10k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;5_a_10;menor_25;C;P;3500.0;3.0;ALQUILER;EDUCACIÓN;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;2.0;0
50_a_75;2k_a_4k;5k_a_10k;2y_a_4y;hasta_7p;20k_a_50k;hasta_20;menor_5;25_a_30;C;P;3500.0;3.0;ALQUILER;INVERSIONES;N;ACTIVO;M;DESCONOCIDO;3.0;1
15_a_30;2k_a_4k;mayor_10k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;5_a_10;menor_25;C;P;1000.0;2.0;HIPOTECA;SALUD;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;1.0;0
50_a_75;2k_a_4k;5k_a_10k;2y_a_4y;;20k_a_50k;hasta_20;menor_5;menor_25;S;P;5250.0;4.0;HIPOTECA;EDUCACIÓN;N;ACTIVO;F;UNIVERSITARIO_INCOMPLETO;2.0;1
15_a_30;2k_a_4k;5k_a_10k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;;menor_25;C;C;3500.0;2.0;ALQUILER;SALUD;N;ACTIVO;M;DESCONOCIDO;5.0;1
50_a_75;2k_a_4k;menor_3k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;5_a_10;menor_25;S;P;3500.0;3.0;ALQUILER;INVERSIONES;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;3.0;1
50_a_75;4k_a_6k;menor_3k;2y_a_4y;hasta_7p;20k_a_50k;hasta_20;5_a_10;25_a_30;S;P;5175.0;4.0;HIPOTECA;PERSONAL;N;ACTIVO;F;SECUNDARIO_COMPLETO;2.0;1
50_a_75;4k_a_6k;5k_a_10k;mayor_4y;7p_a_15p;20k_a_50k;hasta_20;5_a_10;menor_25;S;P;3500.0;3.0;ALQUILER;EDUCACIÓN;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;2.0;0
30_a_50;2k_a_4k;3k_a_5k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;5_a_10;menor_25;C;P;3500.0;4.0;ALQUILER;SALUD;N;ACTIVO;F;UNIVERSITARIO_INCOMPLETO;2.0;1
50_a_75;2k_a_4k;mayor_10k;2y_a_4y;hasta_7p;20k_a_50k;hasta_20;5_a_10;menor_25;S;P;3500.0;2.0;ALQUILER;INVERSIONES;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;2.0;0
30_a_50;2k_a_4k;5k_a_10k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;menor_5;menor_25;N;P;3500.0;4.0;ALQUILER;EDUCACIÓN;N;PASIVO;M;UNIVERSITARIO_COMPLETO;4.0;1
15_a_30;2k_a_4k;5k_a_10k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;menor_5;menor_25;S;P;3500.0;4.0;ALQUILER;INVERSIONES;N;PASIVO;F;DESCONOCIDO;3.0;1
30_a_50;2k_a_4k;mayor_10k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;5_a_10;menor_25;S;P;3500.0;2.0;ALQUILER;PERSONAL;Y;PASIVO;M;SECUNDARIO_COMPLETO;2.0;0
50_a_75;2k_a_4k;3k_a_5k;2y_a_4y;;20k_a_50k;hasta_20;menor_5;menor_25;C;P;3500.0;2.0;ALQUILER;INVERSIONES;N;ACTIVO;M;SECUNDARIO_COMPLETO;4.0;1
30_a_50;2k_a_4k;mayor_10k;2y_a_4y;15p_a_20p;20k_a_50k;hasta_20;5_a_10;menor_25;D;P;3600.0;2.0;HIPOTECA;PERSONAL;Y;PASIVO;M;UNIVERSITARIO_INCOMPLETO;3.0;0
50_a_75;2k_a_4k;mayor_10k;menor_2y;hasta_7p;20k_a_50k;20_a_40;;25_a_30;S;C;8000.0;4.0;HIPOTECA;PAGO_DEUDAS;N;ACTIVO;M;POSGRADO_INCOMPLETO;2.0;1
75_a_100;4k_a_6k;3k_a_5k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;5_a_10;menor_25;S;P;3500.0;3.0;ALQUILER;EDUCACIÓN;N;ACTIVO;F;SECUNDARIO_COMPLETO;2.0;0
30_a_50;2k_a_4k;mayor_10k;2y_a_4y;7p_a_15p;20k_a_50k;20_a_40;5_a_10;menor_25;S;P;8000.0;2.0;PROPIA;PERSONAL;N;PASIVO;F;UNIVERSITARIO_INCOMPLETO;2.0;0
75_a_100;4k_a_6k;5k_a_10k;2y_a_4y;hasta_7p;20k_a_50k;hasta_20;menor_5;25_a_30;C;P;3500.0;4.0;ALQUILER;INVERSIONES;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;2.0;1
15_a_30;2k_a_4k;menor_3k;mayor_4y;7p_a_15p;20k_a_50k;hasta_20;5_a_10;menor_25;C;C;4800.0;3.0;HIPOTECA;PAGO_DEUDAS;N;ACTIVO;F;DESCONOCIDO;2.0;0
75_a_100;2k_a_4k;3k_a_5k;menor_2y;7p_a_15p;20k_a_50k;hasta_20;menor_5;25_a_30;S;P;3500.0;4.0;ALQUILER;PERSONAL;N;ACTIVO;M;UNIVERSITARIO_INCOMPLETO;2.0;1
50_a_75;2k_a_4k;menor_3k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;5_a_10;menor_25;S;P;3500.0;4.0;ALQUILER;PAGO_DEUDAS;N;ACTIVO;F;UNIVERSITARIO_INCOMPLETO;2.0;1
50_a_75;2k_a_4k;menor_3k;2y_a_4y;hasta_7p;20k_a_50k;20_a_40;;menor_25;S;P;7275.0;3.0;HIPOTECA;SALUD;N;ACTIVO;M;UNIVERSITARIO_INCOMPLETO;2.0;0
50_a_75;2k_a_4k;menor_3k;2y_a_4y;hasta_7p;20k_a_50k;40_a_60;;menor_25;C;P;14775.0;4.0;HIPOTECA;MEJORAS_HOGAR;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;4.0;1
50_a_75;4k_a_6k;mayor_10k;2y_a_4y;;20k_a_50k;hasta_20;menor_5;menor_25;S;P;3500.0;3.0;ALQUILER;PERSONAL;N;ACTIVO;M;SECUNDARIO_COMPLETO;2.0;0
75_a_100;4k_a_6k;3k_a_5k;2y_a_4y;;20k_a_50k;hasta_20;5_a_10;25_a_30;C;P;4000.0;3.0;HIPOTECA;PERSONAL;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;2.0;0
30_a_50;2k_a_4k;3k_a_5k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;menor_5;25_a_30;N;P;3500.0;4.0;ALQUILER;EDUCACIÓN;Y;PASIVO;M;DESCONOCIDO;3.0;1
50_a_75;2k_a_4k;mayor_10k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;menor_5;menor_25;C;P;3500.0;4.0;ALQUILER;EDUCACIÓN;N;ACTIVO;M;SECUNDARIO_COMPLETO;3.0;1
50_a_75;2k_a_4k;3k_a_5k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;5_a_10;menor_25;C;P;1000.0;3.0;HIPOTECA;SALUD;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;3.0;1
75_a_100;4k_a_6k;5k_a_10k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;menor_5;menor_25;S;P;3500.0;2.0;ALQUILER;EDUCACIÓN;N;ACTIVO;M;UNIVERSITARIO_INCOMPLETO;2.0;0
75_a_100;4k_a_6k;mayor_10k;menor_2y;7p_a_15p;20k_a_50k;hasta_20;menor_5;menor_25;N;P;3500.0;4.0;ALQUILER;EDUCACIÓN;N;ACTIVO;M;UNIVERSITARIO_INCOMPLETO;1.0;0
50_a_75;2k_a_4k;5k_a_10k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;menor_5;menor_25;S;C;3500.0;4.0;ALQUILER;EDUCACIÓN;N;ACTIVO;M;DESCONOCIDO;4.0;1
30_a_50;2k_a_4k;5k_a_10k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;menor_5;menor_25;S;P;3500.0;3.0;ALQUILER;SALUD;N;ACTIVO;F;SECUNDARIO_COMPLETO;1.0;0
50_a_75;4k_a_6k;5k_a_10k;2y_a_4y;hasta_7p;20k_a_50k;40_a_60;menor_5;25_a_30;C;C;12000.0;4.0;HIPOTECA;MEJORAS_HOGAR;N;ACTIVO;M;POSGRADO_COMPLETO;3.0;1
30_a_50;2k_a_4k;menor_3k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;5_a_10;25_a_30;C;P;3500.0;3.0;ALQUILER;SALUD;N;PASIVO;M;UNIVERSITARIO_COMPLETO;3.0;1
75_a_100;4k_a_6k;mayor_10k;2y_a_4y;hasta_7p;20k_a_50k;20_a_40;menor_5;25_a_30;S;P;8400.0;3.0;PROPIA;SALUD;N;ACTIVO;F;UNIVERSITARIO_INCOMPLETO;4.0;1
50_a_75;2k_a_4k;mayor_10k;2y_a_4y;15p_a_20p;20k_a_50k;20_a_40;5_a_10;menor_25;S;C;10000.0;2.0;HIPOTECA;SALUD;Y;PASIVO;M;DESCONOCIDO;3.0;0
50_a_75;2k_a_4k;3k_a_5k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;menor_5;25_a_30;C;P;5600.0;4.0;HIPOTECA;SALUD;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;3.0;1
50_a_75;4k_a_6k;mayor_10k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;menor_5;25_a_30;D;P;7000.0;2.0;HIPOTECA;PERSONAL;N;ACTIVO;M;UNIVERSITARIO_INCOMPLETO;2.0;0
50_a_75;2k_a_4k;5k_a_10k;mayor_4y;7p_a_15p;20k_a_50k;hasta_20;5_a_10;menor_25;D;P;3500.0;3.0;ALQUILER;PAGO_DEUDAS;N;ACTIVO;M;UNIVERSITARIO_INCOMPLETO;2.0;0
50_a_75;4k_a_6k;mayor_10k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;5_a_10;menor_25;S;P;3500.0;4.0;ALQUILER;PAGO_DEUDAS;N;ACTIVO;M;SECUNDARIO_COMPLETO;0.0;0
30_a_50;2k_a_4k;mayor_10k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;5_a_10;25_a_30;C;P;3500.0;3.0;ALQUILER;PAGO_DEUDAS;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;3.0;1
30_a_50;2k_a_4k;menor_3k;menor_2y;7p_a_15p;20k_a_50k;hasta_20;5_a_10;menor_25;C;P;2000.0;2.0;HIPOTECA;EDUCACIÓN;N;PASIVO;F;DESCONOCIDO;1.0;0
50_a_75;2k_a_4k;mayor_10k;menor_2y;7p_a_15p;20k_a_50k;hasta_20;5_a_10;menor_25;N;P;3500.0;2.0;ALQUILER;INVERSIONES;N;ACTIVO;F;DESCONOCIDO;0.0;0
50_a_75;2k_a_4k;5k_a_10k;2y_a_4y;;50k_a_100k;hasta_20;menor_5;menor_25;C;P;3500.0;3.0;ALQUILER;INVERSIONES;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;2.0;0
50_a_75;2k_a_4k;3k_a_5k;2y_a_4y;;20k_a_50k;20_a_40;menor_5;menor_25;S;P;12375.0;3.0;HIPOTECA;EDUCACIÓN;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;5.0;1
50_a_75;2k_a_4k;menor_3k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;menor_25;N;P;3500.0;4.0;ALQUILER;INVERSIONES;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;2.0;1
75_a_100;4k_a_6k;mayor_10k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;menor_25;C;P;3500.0;2.0;ALQUILER;PERSONAL;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;4.0;1
75_a_100;4k_a_6k;5k_a_10k;2y_a_4y;;20k_a_50k;20_a_40;5_a_10;menor_25;C;P;11000.0;3.0;HIPOTECA;EDUCACIÓN;N;ACTIVO;M;UNIVERSITARIO_INCOMPLETO;1.0;0
50_a_75;4k_a_6k;5k_a_10k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;5_a_10;menor_25;C;C;3500.0;2.0;ALQUILER;PERSONAL;N;ACTIVO;M;SECUNDARIO_COMPLETO;2.0;0
75_a_100;2k_a_4k;menor_3k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;menor_25;S;P;3500.0;2.0;ALQUILER;PAGO_DEUDAS;N;ACTIVO;M;DESCONOCIDO;2.0;0
30_a_50;2k_a_4k;menor_3k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;menor_25;S;P;3500.0;4.0;ALQUILER;EDUCACIÓN;Y;PASIVO;M;UNIVERSITARIO_COMPLETO;4.0;1
30_a_50;2k_a_4k;mayor_10k;2y_a_4y;7p_a_15p;20k_a_50k;20_a_40;5_a_10;menor_25;S;P;14000.0;3.0;HIPOTECA;PERSONAL;Y;PASIVO;M;UNIVERSITARIO_INCOMPLETO;4.0;1
50_a_75;2k_a_4k;mayor_10k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;25_a_30;D;P;3500.0;2.0;ALQUILER;MEJORAS_HOGAR;N;ACTIVO;F;DESCONOCIDO;1.0;0
30_a_50;2k_a_4k;5k_a_10k;mayor_4y;hasta_7p;20k_a_50k;hasta_20;5_a_10;menor_25;C;P;2800.0;2.0;HIPOTECA;PERSONAL;N;ACTIVO;M;SECUNDARIO_COMPLETO;1.0;0
30_a_50;2k_a_4k;mayor_10k;2y_a_4y;7p_a_15p;20k_a_50k;40_a_60;5_a_10;menor_25;S;C;13250.0;3.0;HIPOTECA;MEJORAS_HOGAR;N;ACTIVO;M;UNIVERSITARIO_INCOMPLETO;3.0;1
50_a_75;4k_a_6k;5k_a_10k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;menor_5;menor_25;C;P;3500.0;4.0;ALQUILER;PAGO_DEUDAS;N;ACTIVO;F;DESCONOCIDO;3.0;1
75_a_100;2k_a_4k;menor_3k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;menor_25;C;P;3500.0;3.0;ALQUILER;SALUD;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;4.0;1
75_a_100;4k_a_6k;5k_a_10k;2y_a_4y;;50k_a_100k;hasta_20;5_a_10;menor_25;C;P;3500.0;3.0;ALQUILER;PAGO_DEUDAS;Y;ACTIVO;M;UNIVERSITARIO_INCOMPLETO;3.0;1
50_a_75;2k_a_4k;menor_3k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;menor_5;menor_25;C;P;3500.0;2.0;ALQUILER;EDUCACIÓN;Y;ACTIVO;M;DESCONOCIDO;4.0;1
50_a_75;2k_a_4k;menor_3k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;menor_5;25_a_30;C;C;3500.0;4.0;ALQUILER;PAGO_DEUDAS;Y;ACTIVO;M;POSGRADO_INCOMPLETO;3.0;1
30_a_50;2k_a_4k;mayor_10k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;menor_5;25_a_30;N;P;3500.0;2.0;ALQUILER;MEJORAS_HOGAR;N;ACTIVO;M;SECUNDARIO_COMPLETO;3.0;0
50_a_75;2k_a_4k;3k_a_5k;menor_2y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;menor_25;S;P;3500.0;3.0;ALQUILER;SALUD;N;ACTIVO;M;UNIVERSITARIO_INCOMPLETO;2.0;0
50_a_75;2k_a_4k;menor_3k;2y_a_4y;hasta_7p;50k_a_100k;hasta_20;5_a_10;menor_25;D;P;3500.0;2.0;ALQUILER;INVERSIONES;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;1.0;0
50_a_75;4k_a_6k;5k_a_10k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;5_a_10;menor_25;D;P;5975.0;4.0;HIPOTECA;PAGO_DEUDAS;N;ACTIVO;M;SECUNDARIO_COMPLETO;0.0;0
50_a_75;2k_a_4k;menor_3k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;menor_25;S;P;3500.0;4.0;ALQUILER;EDUCACIÓN;N;ACTIVO;F;POSGRADO_COMPLETO;3.0;1
50_a_75;2k_a_4k;5k_a_10k;2y_a_4y;hasta_7p;20k_a_50k;hasta_20;;menor_25;D;P;6500.0;2.0;PROPIA;EDUCACIÓN;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;0.0;0
75_a_100;2k_a_4k;mayor_10k;2y_a_4y;hasta_7p;20k_a_50k;20_a_40;5_a_10;menor_25;D;P;7200.0;2.0;HIPOTECA;PERSONAL;N;ACTIVO;M;SECUNDARIO_COMPLETO;2.0;0
50_a_75;2k_a_4k;mayor_10k;menor_2y;hasta_7p;20k_a_50k;hasta_20;menor_5;menor_25;S;P;4000.0;4.0;HIPOTECA;PAGO_DEUDAS;N;ACTIVO;M;UNIVERSITARIO_INCOMPLETO;2.0;1
30_a_50;2k_a_4k;5k_a_10k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;menor_5;25_a_30;C;P;5300.0;3.0;HIPOTECA;SALUD;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;2.0;0
30_a_50;2k_a_4k;3k_a_5k;2y_a_4y;15p_a_20p;50k_a_100k;hasta_20;menor_5;25_a_30;C;C;3500.0;4.0;ALQUILER;PAGO_DEUDAS;N;PASIVO;M;UNIVERSITARIO_INCOMPLETO;5.0;1
75_a_100;4k_a_6k;5k_a_10k;2y_a_4y;;20k_a_50k;hasta_20;menor_5;menor_25;S;P;3500.0;2.0;HIPOTECA;SALUD;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;3.0;0
30_a_50;2k_a_4k;5k_a_10k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;menor_25;C;P;3500.0;3.0;ALQUILER;EDUCACIÓN;N;PASIVO;M;POSGRADO_COMPLETO;0.0;0
50_a_75;2k_a_4k;menor_3k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;menor_5;menor_25;S;P;3500.0;3.0;ALQUILER;EDUCACIÓN;N;ACTIVO;M;DESCONOCIDO;2.0;0
75_a_100;4k_a_6k;menor_3k;2y_a_4y;15p_a_20p;50k_a_100k;hasta_20;menor_5;25_a_30;N;C;3500.0;2.0;ALQUILER;SALUD;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;2.0;0
75_a_100;2k_a_4k;3k_a_5k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;5_a_10;menor_25;S;P;6400.0;3.0;HIPOTECA;PAGO_DEUDAS;N;ACTIVO;M;UNIVERSITARIO_INCOMPLETO;3.0;1
50_a_75;2k_a_4k;menor_3k;2y_a_4y;hasta_7p;20k_a_50k;20_a_40;5_a_10;menor_25;C;C;6725.0;3.0;HIPOTECA;MEJORAS_HOGAR;N;ACTIVO;F;UNIVERSITARIO_INCOMPLETO;5.0;1
75_a_100;4k_a_6k;mayor_10k;2y_a_4y;;50k_a_100k;hasta_20;menor_5;25_a_30;C;P;3500.0;3.0;ALQUILER;EDUCACIÓN;N;ACTIVO;F;SECUNDARIO_COMPLETO;2.0;0
50_a_75;2k_a_4k;mayor_10k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;5_a_10;menor_25;N;P;5000.0;2.0;HIPOTECA;PERSONAL;N;ACTIVO;M;POSGRADO_INCOMPLETO;2.0;0
75_a_100;2k_a_4k;3k_a_5k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;5_a_10;menor_25;C;P;3500.0;3.0;HIPOTECA;PERSONAL;Y;ACTIVO;F;UNIVERSITARIO_COMPLETO;4.0;1
50_a_75;2k_a_4k;5k_a_10k;2y_a_4y;hasta_7p;50k_a_100k;hasta_20;menor_5;menor_25;S;P;3500.0;3.0;ALQUILER;EDUCACIÓN;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;1.0;0
50_a_75;4k_a_6k;menor_3k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;menor_25;S;C;3500.0;2.0;ALQUILER;PAGO_DEUDAS;Y;ACTIVO;M;UNIVERSITARIO_COMPLETO;1.0;0
50_a_75;4k_a_6k;mayor_10k;mayor_4y;7p_a_15p;50k_a_100k;hasta_20;menor_5;menor_25;S;P;3500.0;3.0;ALQUILER;EDUCACIÓN;Y;ACTIVO;M;DESCONOCIDO;1.0;0
50_a_75;2k_a_4k;5k_a_10k;2y_a_4y;15p_a_20p;50k_a_100k;hasta_20;mayor_10;25_a_30;N;C;3500.0;3.0;ALQUILER;PAGO_DEUDAS;Y;ACTIVO;M;SECUNDARIO_COMPLETO;3.0;1
50_a_75;2k_a_4k;5k_a_10k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;menor_5;menor_25;D;P;3500.0;4.0;ALQUILER;EDUCACIÓN;N;ACTIVO;F;UNIVERSITARIO_INCOMPLETO;2.0;1
50_a_75;2k_a_4k;mayor_10k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;menor_5;menor_25;C;P;3500.0;4.0;ALQUILER;EDUCACIÓN;N;ACTIVO;M;DESCONOCIDO;4.0;1
75_a_100;2k_a_4k;3k_a_5k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;menor_5;menor_25;S;P;3500.0;2.0;ALQUILER;EDUCACIÓN;N;ACTIVO;F;DESCONOCIDO;1.0;0
75_a_100;4k_a_6k;menor_3k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;menor_5;25_a_30;S;P;3500.0;4.0;ALQUILER;PAGO_DEUDAS;N;ACTIVO;F;POSGRADO_INCOMPLETO;2.0;1
50_a_75;2k_a_4k;5k_a_10k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;menor_5;menor_25;S;P;3500.0;4.0;ALQUILER;INVERSIONES;N;ACTIVO;F;DESCONOCIDO;4.0;1
50_a_75;4k_a_6k;mayor_10k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;menor_25;S;P;3500.0;3.0;ALQUILER;EDUCACIÓN;N;ACTIVO;M;DESCONOCIDO;5.0;1
75_a_100;2k_a_4k;5k_a_10k;2y_a_4y;;50k_a_100k;hasta_20;5_a_10;25_a_30;C;P;3500.0;2.0;ALQUILER;MEJORAS_HOGAR;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;3.0;0
50_a_75;4k_a_6k;3k_a_5k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;menor_5;menor_25;N;C;3500.0;3.0;ALQUILER;PAGO_DEUDAS;N;ACTIVO;M;POSGRADO_COMPLETO;2.0;0
50_a_75;2k_a_4k;mayor_10k;mayor_4y;7p_a_15p;20k_a_50k;hasta_20;5_a_10;menor_25;S;P;7000.0;4.0;HIPOTECA;PAGO_DEUDAS;N;ACTIVO;M;DESCONOCIDO;1.0;0
50_a_75;2k_a_4k;5k_a_10k;menor_2y;hasta_7p;20k_a_50k;hasta_20;menor_5;menor_25;S;P;4000.0;3.0;HIPOTECA;SALUD;N;ACTIVO;M;DESCONOCIDO;1.0;0
50_a_75;2k_a_4k;mayor_10k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;menor_25;S;P;3500.0;3.0;ALQUILER;SALUD;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;2.0;0
50_a_75;2k_a_4k;menor_3k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;menor_25;C;P;3500.0;3.0;ALQUILER;PAGO_DEUDAS;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;2.0;0
50_a_75;2k_a_4k;mayor_10k;2y_a_4y;7p_a_15p;mayor_100k;hasta_20;menor_5;menor_25;C;P;3500.0;3.0;ALQUILER;EDUCACIÓN;Y;ACTIVO;M;UNIVERSITARIO_COMPLETO;2.0;0
75_a_100;4k_a_6k;5k_a_10k;2y_a_4y;hasta_7p;20k_a_50k;hasta_20;menor_5;menor_25;S;P;3525.0;4.0;ALQUILER;SALUD;N;ACTIVO;F;DESCONOCIDO;1.0;0
50_a_75;2k_a_4k;mayor_10k;2y_a_4y;7p_a_15p;20k_a_50k;20_a_40;5_a_10;menor_25;S;P;12000.0;3.0;HIPOTECA;EDUCACIÓN;N;ACTIVO;M;UNIVERSITARIO_INCOMPLETO;4.0;1
75_a_100;4k_a_6k;3k_a_5k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;5_a_10;menor_25;D;P;3525.0;3.0;ALQUILER;INVERSIONES;Y;ACTIVO;F;UNIVERSITARIO_INCOMPLETO;1.0;0
30_a_50;2k_a_4k;menor_3k;mayor_4y;;20k_a_50k;hasta_20;5_a_10;25_a_30;S;P;3575.0;2.0;ALQUILER;SALUD;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;1.0;0
